Số 92





	“Tên của bạn là Harvest.”
	“Có chuyện gì vậy? Đây mới là lúc trò vui bắt đầu.”



	“Seriel, dù em có thích tiểu thuyết đến thế nào, cũng đừng nhầm lẫn chúng với hiện thực. Những cuốn sách đó có mục đích là quyến rũ độc giả bằng nội dung sống động và kích thích.”



	“Hừ! Là do anh chưa thấy thôi. Chỉ cần anh đọc một lần là anh sẽ hoàn toàn đắm chìm vào thế giới này. Nhân tiện nói chuyện này, tôi có nên cho anh mượn không?”



	Khi Seriel đưa Primal Noose ra, Amy nhanh chóng quay đầu đi. Nếu cô ấy đáp ứng yêu cầu của cô ấy ở đây, cô ấy sẽ bị hành hạ bởi những đánh giá trong ít nhất một tuần.



	Shirone nói rồi dựa lưng vào đệm.



	“Ha. Hôm nay là ngày cuối cùng của tôi ở bệnh xá. Cảm ơn anh đã đến. Cả anh nữa, Senior Seriel.”



	“Sao anh lại nói những điều buồn bã như vậy? Thành thật mà nói, tôi đã chết vì học vào năm cuối cấp. Thật tuyệt khi Amy và Nana có thể nghỉ ngơi một chút.”



	Amy cũng không phủ nhận, cô ấy vô cùng căng thẳng vì phải cạnh tranh thứ hạng mỗi ngày. Đó là lý do tại sao việc đóng cửa trường tạm thời giống như một cơn mưa rào đối với những học sinh tốt nghiệp.



	Seriel nói với vẻ mặt u ám.



	“Nhưng tôi lo cho hiệu trưởng. Thành thật mà nói, quyết định này là ngoài dự kiến. Đây là chuyện mà Khu tự trị Creas có thể xử lý, nhưng anh đã nói sẽ để Hiệp hội Ma thuật trực tiếp kiểm tra.”



	Alpheus tự nguyện nộp đơn khiếu nại. Với danh tiếng cao của mình trên lục địa, anh ta có thể dễ dàng che giấu tình hình, nhưng anh ta đã chấp nhận tất cả các khiếu nại của hội đồng học sinh. Cuối cùng, vụ án đã được chuyển đến Cục Thanh tra số 3, được coi là tàn ác nhất trong Hiệp hội Ma thuật.



	“Bộ phận thanh tra thứ ba được gọi là Văn phòng công tố viên đặc biệt ngay cả trong Hiệp hội ma thuật. Họ nói rằng họ tuân thủ luật pháp vô điều kiện, bất kể mối quan hệ. Ngay cả Hiệu trưởng Alpheus cũng không thể tránh khỏi hành động kỷ luật.”



	Shirone nghĩ đó là điều tốt.



	“Hiệu trưởng đã chịu khổ 40 năm, nếu như cơ hội này có thể giảm bớt gánh nặng dù chỉ một chút, tôi nghĩ chấp nhận hình phạt cũng là một điều tốt.”



	Naid nói.



	"Chúng ta hãy chờ xem mọi chuyện diễn ra thế nào. Chúng ta lo lắng về ai? Alpheus, một phù thủy cấp 4 được chứng nhận. Chúng ta sẽ lại bận rộn sau khi kỳ nghỉ kết thúc, vì vậy hãy nghỉ ngơi khi chúng ta có thể."



	“Ừ, thế thì tốt quá.”



	Shirone nhìn lại cửa sổ.



	Ánh nắng buổi chiều đang chiếu xuống với ánh sáng yếu ớt.





	* * *





	Thủ đô là Baska.



	Cảnh quan Baska nhìn từ dãy núi Jiji là một tòa lâu đài cao chót vót trên bầu trời, với các cơ quan quan trọng trải dài theo các vòng tròn đồng tâm xung quanh. Người dân thủ đô cho biết các tòa nhà có thể nhìn thấy bằng mắt thường khi nhìn xuống từ dãy núi Jiji là các cơ quan tượng trưng cho quốc gia.



	Một trong số đó là Hiệp hội Ma thuật. Tòa nhà 18 tầng này là trụ sở chính của quốc gia, giám sát mọi hoạt động của tất cả các pháp sư đã đăng ký tại Vương quốc Tormia, thậm chí còn chịu trách nhiệm giám sát và tình báo của Hiệp hội Ma thuật thông qua các mối liên hệ với các tổ chức khác.



	Đó là nơi mà mọi phù thủy đều muốn ghé thăm ít nhất một lần, nhưng Sade, người được chọn làm thủ lĩnh của nhóm do Alpheus và Canis dẫn đầu, cảm thấy mình giống như một con bò đang bị kéo đến lò mổ.



	“Sư phụ, đây thật sự là tốt nhất sao?”



	“Đó là điều tôi muốn. Điều duy nhất tôi hối tiếc là nó mất quá nhiều thời gian.”



	Quyết tâm của Alpheus rất kiên định. Sadd không có kỳ vọng cụ thể nào khi yêu cầu. Tuy nhiên, vì không còn đường lui khi đã bước qua ngưỡng cửa của Hiệp hội, anh chỉ muốn khẳng định lại ý muốn của chủ nhân.



	“Được, vậy tôi sẽ đợi đến khi phiên tòa kết thúc.”



	Alpheus có vẻ mặt vui vẻ. Anh ta đưa Canis và Arin vào và tự nộp mình cho Thanh tra, và cả ba đều bị nhốt trong phòng giam riêng của mình để chờ một ngày.



	Ngày hôm sau, Alpheus vào phòng điều tra trước. Trong khi đó, Canis và Arin đang chờ đến lượt mình trong cơ sở cách ly được phủ đầy các thiết bị ma thuật. Thiết bị điều khiển ma thuật khiến không thể vào vùng linh hồn. Tuy nhiên, ngay cả Harvest cũng không thể làm gì.



	Khoảng ba giờ sau, lệnh triệu tập được đưa ra.



	“Cannis, Arin. Ra đây.”



	Mặc dù các cáo buộc vẫn chưa được chứng minh chính thức, nhưng các viên chức của Hiệp hội Ma thuật đã coi hai người này là tội phạm. Có lẽ là vì họ đã nghe báo cáo của Alpheus sau khi hoàn tất cuộc điều tra trước.



	Canis và Arin im lặng làm theo chỉ dẫn. Khi họ bước vào hành lang nơi có phòng điều tra, họ thấy Alpheus đang đi từ hướng ngược lại. Canis định đi ngang qua anh ta mà không suy nghĩ gì thêm. Nhưng ngay trước khi họ chạm trán nhau, Alpheus quay sang người bảo vệ và nói.



	“Xin lỗi, tôi có thể nói chuyện với anh một lát được không?”



	“Ồ, đúng vậy. Nhưng không quá lâu đâu.”



	Canis khịt mũi trước thái độ hoàn toàn khác biệt của người bảo vệ so với lúc anh ta đối xử với anh ta. Lý do Alpheus được đối xử tốt không phải vì anh ta mạnh mẽ, mà là vì anh ta nổi tiếng. Thật khó chịu khi thấy anh ta, người kém hơn Arcane về mặt kỹ năng ma thuật, lại hành động như thể anh ta là người chiến thắng.



	Khi những người lính canh đã đi xa, Alpheus nói:



	“Đừng quá căng thẳng, chỉ cần trả lời vài câu hỏi rồi rời đi.”



	“Ngươi không phải hiểu lầm sao? Chúng ta không phải là học sinh ngoan ngoãn mà ngươi dạy, chúng ta đã trải qua vô số trận chiến, bất kể xảy ra chuyện gì, chúng ta cũng không sợ hãi.”



	Trải qua đủ loại gian khổ trên chiến trường, Canis chắc chắn có thứ mà những đứa trẻ khác cùng tuổi không có. Tuy nhiên, vì cuộc sống như vậy, cậu cũng mất đi rất nhiều thứ. Alpheus muốn trả lại những thứ đó cho hai người vẫn còn tương lai tươi sáng phía trước.



	“Thật ra, đó chính là lý do tôi muốn gặp anh.”



	“Anh đang nói gì thế?”



	“Nếu chuyện này kết thúc an toàn thì sao không đăng ký vào trường dạy phép thuật nhỉ?”



	Kanis cảm thấy như mình đã bị chửi rủa. Anh không biết mình đã sống thế nào sao? Làm sao anh, một người đã học phép thuật trong khi vượt qua ranh giới giữa sự sống và cái chết, lại có thể bị bảo là hòa nhập với những cây trồng trong nhà kính?



	"Đừng làm ta cười, không phải vì sư phụ yếu đuối nên mới thua, nếu không phải là Abyss Nova, hoặc là đánh nhau đàng hoàng, ta có thể một kích đánh bại ngươi."



	“Có thể là như vậy.”



	Alpheus ngoan ngoãn thừa nhận.



	“Nhưng nếu không phải vì thế, có lẽ tôi đã quỳ xuống và xin lỗi trước rồi.”



	Canis cắn môi, đây là điều anh không thể chấp nhận, nhưng anh cũng không thể phản bác.



	“Canis, đó chính là tà ác. Cho dù lý do có tốt đến đâu, thì đó cũng là điều không thể tránh khỏi bị ghét bỏ. Ngươi có thể tiến lên cao hơn. Ta muốn cho ngươi một tương lai tươi sáng, không phải tương lai đen tối.”



	“Tại sao anh lại quan tâm đến tôi? Anh thương hại tôi sao?”



	“Ta cũng là đệ tử của Arcane, đây là án tử hình dành cho ngươi. Giống như thời gian không thể quay ngược lại, tình cảm thì mãi mãi trường tồn. Nếu ngươi muốn sống một cuộc sống mới, ta sẽ giúp ngươi.”



	Kanis không trả lời. Cuộc sống mới có thể có gì bây giờ? Tất cả những gì anh học được là chiến đấu, và vì vậy số phận của anh là sống trên chiến trường.



	Khi Alpheus đi dọc hành lang, lính canh lại tóm lấy Canis và Arin và lôi họ đến phòng thẩm vấn. Trái ngược với những gì tôi tưởng tượng về nhà tù Inferno, phòng thẩm vấn rất sạch sẽ và ngăn nắp. Một người đàn ông nhỏ bé đang ngồi ở bàn, lưng quay về phía bàn. Không có gì để xác nhận từ phía sau đầu anh ta ngoại trừ việc anh ta có mái tóc bạc.



	“Thanh tra, nghi phạm trong vụ án này là Canis và Arin.”



	“Ồ, đi lối này.”



	Giọng nói kỳ lạ như tiếng sắt thép nghiến. Luồng khí đó giống như lưỡi dao, đúng như mong đợi của một người chạy quanh Thanh tra thứ ba khét tiếng. Canis và Arin đi vòng quanh bàn và ngồi xuống đối diện với thanh tra. Trái với mong đợi, anh ta trông không đáng sợ. Cằm anh ta nhọn như cằm mèo và anh ta đang mỉm cười với đôi mắt híp.



	“Tôi là Sakiri, điều tra viên của Đội thanh tra số 3. Hai người là Kanis và Arin phải không?”



	"Bạn nói đúng."



	Canis trả lời một cách bình tĩnh. Nhưng Arin không trả lời. Sẽ không tốt nếu làm phiền điều tra viên, vì vậy Canis quay đầu lại và hỏi.



	“Arin, có chuyện gì vậy?”



	Arin run rẩy, sắc mặt tái nhợt, Kanis có thể đoán được tình hình từ sự kinh ngạc trong mắt Arin khi cô nhìn Sakiri.



	'Bạn đã nhìn thấy điều gì khiến bạn ngạc nhiên đến vậy?'



	“Canis, tôi không biết đọc…….”



	Không thể có chuyện một đứa trẻ ở độ tuổi đôi mươi lại không thể đọc được cảm xúc của sự vật. Do đó, lập luận là ngay từ đầu, hoặc là nó không có cảm xúc hoặc là cảm xúc của nó đã bị xóa bỏ một cách giả tạo.



	Trên thực tế, Arin nhìn thấy Sakiri có vẻ ngoài kỳ quái. Toàn thân cô ấy được làm bằng kim loại nhẵn như gương, khuôn mặt hình quả trứng không có đường nét trên khuôn mặt. Tay chân cô ấy có hình nón và nhô ra, khiến người ta không thể đọc được ngay cả cảm xúc nhỏ nhất. Đây là một hình thức kinh nguyệt chỉ có thể đạt được khi cảm xúc bị chặn hoàn toàn.



	“Ồ, tiểu thư có vẻ ngạc nhiên. Gọi là kinh nguyệt đúng không? Mặc dù ma pháp đã bị ngăn cản, nhưng không có cách nào ngăn cản đặc điểm độc đáo này. Tất nhiên, tôi không nghĩ hai người sẽ gây chuyện đâu.”



	Sakiri đặt bút xuống và bắt chéo chân, có lẽ cô ấy thấy hứng thú.



	Arin quan sát những chiếc chân hình nón xoắn lại rồi mở ra, giống như một quả cà tím bị xoắn.



	'Anh chàng này đang đùa thôi.'



	Anh ấy không chỉ kìm nén cảm xúc của mình. Anh ấy là người có thể kiểm soát hoàn toàn cảm xúc của mình.



	"sự tập trung."



	Arin giật mình nhìn lên. Khuôn mặt nhẵn mịn như gương của điều tra viên đã biến thành hình nón và giờ nằm ngay trước trán cô.



	“Làm ơn đi. Tôi đang có việc chính thức. Arin, đúng không?”



	“Vâng, đúng vậy.”



	Arin sợ đến mức không biết mình có trả lời hay không, cái nón nhọn chĩa vào trán cô có lẽ là ánh mắt dữ tợn của Sakiri, đây là lần đầu tiên cô nhìn thấy kỳ kinh nguyệt đầu tiên của mình trong hình dạng sạch sẽ như vậy, cô nghĩ rằng bất kỳ tên tội phạm nào bắt được người này cũng không thể lấy lại được dù chỉ một cái xương.



	Kanis và Arin cuối cùng cũng đối mặt với thực tế. Họ đang bị giam giữ bởi cơ quan tư pháp quyền lực và độc đoán nhất trong vương quốc. Khi hai người chờ đợi một cách bất lực, khuôn mặt giống như kim của Sakiri đã trở lại thành khuôn mặt hình quả trứng kim loại nhẵn nhụi.



	“Được rồi, tôi đã viết báo cáo dựa trên lời khai của ngài Alpheus, nhưng có một số việc tôi cần xác nhận. Xin hãy trả lời câu hỏi của tôi.”



	Sakiri đã kiểm tra một số thứ thông qua Q&A. Arin và Kanis đã trả lời một cách trung thực. Sau một giờ, Sakiri nói trong khi sắp xếp các tập tin với vẻ mặt hài lòng.



	“Đúng vậy. Hầu hết các tuyên bố đều nhất quán. Có một số phần không nhất quán, nhưng chúng không đặc biệt quan trọng.”



	Thật quá dễ dàng để thốt ra một câu như vậy từ miệng của một tổng thanh tra. Nhưng Sakiri ngả người ra sau ghế như thể không có chuyện gì xảy ra và tiếp tục nói.





	“Đây không phải là một loại tẩy não sao? Chính là như vậy. Arcane lợi dụng cuộc sống bất hạnh của các ngươi, tẩy não các ngươi từ nhỏ.”



	"Gì?"



	Ánh mắt Kanis đanh lại. Gọi anh ta là kẻ phản diện thì đúng hơn. Lời nói của Sakiri chẳng khác gì phủ nhận hoàn toàn nguồn gốc cuộc sống mà Kanis đã sống.



	“Sư phụ không hề ép buộc tôi làm bất cứ điều gì. Tôi đã làm, tôi đã cam kết.”



	Arin, người biết sức mạnh của điều tra viên, đã rất lo lắng khi Canis nổi giận. Tuy nhiên, hình dạng của Sakiri mà cô ấy đang nhìn với đôi mắt mở to vẫn không thay đổi.
